"Context","Source/Translation"
"CODE","zh"
"NAME","简体中文"
"TMCE_NAM","运输管理器"
"tabTransferManager","运输管理"
"tabGeneral","常用"
"tabWarehouses","货运"
"tabServices","服务"
"DEBUGPROFILE","自定义运输管理器"
"optionEnableNewTransferManager","启用自定义运输管理器"
"GROUP_SERVICE_OPTIONS","服务选项"
"GROUP_SERVICE_DISTRICT_OPTIONS","区划选项"
"optionPreferLocalService","优先服务本区划"
"optionPreferLocalService_txt","对于不急迫的服务需求，仅允许同一区划（或不属于任意区划）的服务建筑响应。若需求长时间得不到响应，这一限制不再生效，而是允许任意服务建筑就近响应。包括：垃圾处理，警局，医疗保健，道路维护，邮局，出租车。"
"txtPreferLocalService","在一项服务需求优先级较低时，仅允许区划内的设施响应。若长时间不解决，优先级会升高，并允许区划外的设施就近响应。"
"txtPreferLocalServiceWarning","警告: 这是一个强力的选项，在启用此选项之前，请确保您已经为您的每个区域定义了区划，并在区划内提供了服务设施。"
"GROUP_WAREHOUSE_OPTIONS","仓库选项"
"optionWarehouseFirst","优先与仓库交易"
"optionWarehouseFirst_txt","在选择进货来源/出货目标时，优先选择仓库，这将使大多数货物通过仓库中转"
"optionWarehouseReserveTrucks","预留仓库货运卡车供本地运输使用"
"optionWarehouseReserveTrucks_txt","建议在开启“优先与仓库交易”后同时开启此选项，该选项设置了仓库用于本地运货的卡车比例，这避免仓库的所有卡车均用于出口而没有车可用于本地货运"
"txtNewWarehouseReserveTrucks","此项配置值为用于本地货运卡车的最小百分比，其余的卡车可用于出口"
"optionNewWarehouseTransfer","优化仓库间调货策略"
"txtNewInterWarehouseMatching","勾选此选项后，仓库间中转货物的可能性被调高，同时仅允许货量少的仓库送货给货量多的，避免出现无意义的货物中转"
"GROUP_FACTORY_OPTIONS","工厂选项"
"optionFactoryFirst","优先与工厂交易"
"optionFactoryFirstText","在选择进货来源/出货目标时，优先选择工厂，这将保证工厂能够就近进出口货物，从而改善工厂的运作"
"GROUP_EXPORTIMPORT_OPTIONS","外部连接选项"
"GROUP_EXPERIMENTAL_DEATHCARE","殡葬服务/垃圾处理"
"optionDeathcareExperimental","优化殡葬服务运输策略"
"optionGarbageExperimental","优化垃圾处理运输策略"
"optionPoliceExperimental","优化警局运输策略"
"optionImprovedMailTransfers","优化邮件传输策略"
"txtDeathcareExperimental","默认情况下，墓地、垃圾场、警察分局在响应单次需求时仅派一辆车，此选项开启后，允许一次派出多辆。\r\n另外，若某一设施可用车辆多于1/2，此选项会提高其匹配需求的优先级。"
"GROUP_TRANSFERISSUE_PANEL","运输问题面板"
"keyOpenTransferIssuePanel","打开运输问题面板"
"optionShowIssuesWithVehiclesOnRoute","显示路线上车辆的问题"
"sliderTransferIssueDeleteResolvedDelay","已解决issue被删除前的保留时间"
"GROUP_STATISTICS_PANEL","统计面板"
"keyOpenStatisticsPanel","打开统计面板"
"StatisticsPanelEnabled","启用统计"
"btnResetTransferManagerSettings","重置所有设置"
"btnResetPathingStatistics","重置车辆寻路"
"buttonResetTransferStatistics","重置运输统计"
"tabBuildingPanelSettings","设置"
"GROUP_BUILDINGPANEL_SERVICES","服务选项"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","外部连接"
"dropdownBuildingPanelImportExport","进口/出口"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","货运选项"
"chkBuildingPanelReserveWarehouseTrucks","为本地货运预留仓库卡车"
"tabBuildingPanelStatus","状态"
"listBuildingPanelStatusColumn1","材料"
"listBuildingPanelStatusColumn2","数值"
"listBuildingPanelStatusColumn3","响应者"
"listBuildingPanelStatusColumn4","车辆"
"listBuildingPanelStatusColumn5","时长"
"tabBuildingPanelTransfers","运输"
"labelBuildingPanelOffers","传输需求"
