"Context","Source/Translation"
"CODE","fr"
"NAME","Français"
"TMCE_NAM","Gestionnaire de transfert"
"tabTransferManager","Gestionnaire de transfert"
"tabGeneral","Général"
"tabWarehouses","Livraison des marchandises"
"tabServices","Services"
"DEBUGPROFILE","Transfer Manager Personnalisé"
"optionEnableNewTransferManager","Activer Transfer Manager Personnalisé"
"GROUP_SERVICE_OPTIONS","Options des services"
"GROUP_SERVICE_DISTRICT_OPTIONS","Options du quartier"
"optionPreferLocalService","Préférer les services du quartier"
"optionPreferLocalService_txt","Améliore les services en traitant les demandes de faible priorité uniquement avec les bâtiments situés dans le même quartier (ou hors quartier). Dès qu'une demande non satisfaite devient une haute priorité, elle sera prise en charge par tout service à proximité. Affecte : les ordures, la police, les services de santé, la maintenance, le courrier, les taxis."
"txtPreferLocalService","Améliore les services en traitant les demandes de faible priorité uniquement avec les bâtiments situés dans le même quartier (ou hors quartier). Dès qu'une demande non satisfaite devient une haute priorité, elle sera prise en charge par tout service à proximité. Affecte : les ordures, la police, les services de santé, la maintenance, le courrier, les taxis."
"txtPreferLocalServiceWarning","Attention : ceci est une option puissante. Veuillez vous assurer que vous avez défini des quartiers pour chacune de vos zones et que vous avez des services disponibles dans ces quartiers avant d'activer cette option."
"GROUP_WAREHOUSE_OPTIONS","Options de l'entrepôt"
"optionWarehouseFirst","Faire correspondre les offres de l'entrepôt en premier"
"optionWarehouseFirst_txt","Cette option correspondra aux offres d'entrepôt entrant au début du processus de correspondance, ce qui se traduira par le transfert de la plupart des marchandises par l'entrepôt."
"optionWarehouseReserveTrucks","Réserver les camions de marchandises de l'entrepôt pour les transferts locaux"
"optionWarehouseReserveTrucks_txt","Il est conseillé de l'activer avec l'option d'entrepôt en premier : cela permet de réserver un pourcentage de camions pour satisfaire les demandes de la ville et empêche l'utilisation de tous les camions pour l'export."
"txtNewWarehouseReserveTrucks","Cette option réduira la priorité de l'offre OUT lorsque le nombre de camions restant est inférieur à ce pourcentage. Ce qui a pour effet de réserver la capacité des camions pour satisfaire une demande locale hautement prioritaire."
"optionNewWarehouseTransfer","Amélioration du transfert entre entrepôts"
"txtNewInterWarehouseMatching","Cette option permet d'effectuer des transferts entre entrepôts, mais surveille les stocks afin que les entrepôts n'envoient pas de marchandises dans un sens ou dans l'autre inutilement."
"GROUP_FACTORY_OPTIONS","Options d'usine"
"optionFactoryFirst","Faire correspondre les offres d'usine en premier"
"optionFactoryFirstText","Cette option placera les offres d'usine entrantes au début du processus de mise en correspondance pour garantir que les usines soient mises en correspondance avec l'offre disponible la plus proche pour un fonctionnement amélioré."
"GROUP_EXPORTIMPORT_OPTIONS","Options pour les connexions extérieures"
"GROUP_EXPERIMENTAL_DEATHCARE","Service mortuaire/ordures"
"optionDeathcareExperimental","Amélioration des transferts des services mortuaires"
"optionGarbageExperimental","Amélioration du ramassage des ordures"
"optionPoliceExperimental","Amélioration des services de police"
"optionImprovedMailTransfers","Amélioration du transfert du courrier"
"txtDeathcareExperimental","Par défaut, les cimetières et les commissariats de police envoient une offre de transfert pour un véhicule à la fois. Cette option modifie l'offre pour être le nombre de véhicules disponibles, ce qui peut améliorer l'appariement des véhicules.\r\nCela augmente maintenant aussi l'offre de priorité lorsque moins de 1/2 des véhicules sont en cours d'utilisation."
"GROUP_TRANSFERISSUE_PANEL","Aperçu des Problèmes"
"keyOpenTransferIssuePanel","Ouvrir l'Aperçu des Problèmes"
"optionShowIssuesWithVehiclesOnRoute","Afficher les problèmes d'itinéraire des véhicules"
