"Context","Source/Translation"
"CODE","ja"
"NAME","日本語"
"TMCE_NAM","Transfer Manager"
"tabTransferManager","Transfer Manager"
"tabGeneral","一般"
"tabWarehouses","商品の配送"
"tabServices","サービス"
"DEBUGPROFILE","最適化した転送管理"
"optionEnableNewTransferManager","最適化した転送管理を有効化"
"GROUP_SERVICE_OPTIONS","サービスのオプション"
"GROUP_SERVICE_DISTRICT_OPTIONS","地区のオプション"
"optionPreferLocalService","地区サービスを優先"
"optionPreferLocalService_txt","優先度の低いリクエストは同じ地区内(または近隣地区) のみで照合して、 各建物に対する都市サービスの優先度や利便性が更に向上します。 そして、未達成のリクエストで優先度が高くなった場合は、 近くの都市サービスから提供されて処理します。 影響: ゴミ/警察/医療/整備車両/郵便/タクシー"
"txtPreferLocalService","優先度の低いリクエストは同じ地区内のみで照合して、 各建物に対する都市サービスを地区に制限します。 そして、未達成のリクエストで優先度が高くなった場合は、 近くの都市サービスから処理を許可します。"
"txtPreferLocalServiceWarning","警告: これは強力なオプションで有効化する前に、各エリアで地区を設定して下さい。 これらの地区内で、都市サービスが適切に利用可能か確認して下さい。"
"GROUP_WAREHOUSE_OPTIONS","倉庫のオプション"
"optionWarehouseFirst","倉庫のオファーを優先的に一致"
"optionWarehouseFirst_txt","このオプションはマッチング処理を早い段階で、倉庫の入庫オファーと照合します。そのため、ほとんどの商品配送は倉庫を経由するようになります。"
"optionWarehouseReserveTrucks","倉庫のトラックを市内配送用に予約"
"optionWarehouseReserveTrucks_txt","「倉庫を優先」機能と併用を推奨: 倉庫のトラックを設定した割合で都市内用に予約して、 全てのトラックが輸出で使用される現象を防止します。"
"txtNewWarehouseReserveTrucks","トラックの台数が指定の％よりも少ない場合は、OUTオファーの優先度を下げます。これは優先度の高い都市内の需要を満たすために、トラックを事前に予約する効果があります。"
"optionNewWarehouseTransfer","倉庫間の転送を改善"
"txtNewInterWarehouseMatching","オプションを使用すると、倉庫間の転送を低い優先度で実行します。 保管状況をチェックして、倉庫間で意味の無い商品の移送を可能な限り防ぎます。"
"GROUP_FACTORY_OPTIONS","工場のオプション"
"optionFactoryFirst","工場のオファーを優先的に一致"
"optionFactoryFirstText","マッチング処理を早い段階で、工場の入庫オファーと照合します。その結果、工場は最寄りで利用可能なオファーとマッチングさせて運用を改善します。"
"GROUP_EXPORTIMPORT_OPTIONS","外部接続のオプション"
"GROUP_EXPERIMENTAL_DEATHCARE","葬儀/ゴミ処理"
"optionDeathcareExperimental","葬儀の改善"
"optionGarbageExperimental","ゴミ収集の改善"
"optionPoliceExperimental","パトカー巡回の改善"
"optionImprovedMailTransfers","郵便集配の改善"
"txtDeathcareExperimental","デフォルトの転送オファーは該当サービスの施設に全て要求して、 1台の車両を同時にスポーンさせようとします。 このオプションは転送オファーの要求方法を変更して、 車両のスポーンを改善します。\r\nまた、使用中の車両が半分以下の場合は、オファーの優先度が高くなります。"
"GROUP_TRANSFERISSUE_PANEL","転送の問題点パネル"
"keyOpenTransferIssuePanel","転送の問題点パネルを開く"
"optionShowIssuesWithVehiclesOnRoute","経路に問題のある車両を表示"
"sliderTransferIssueDeleteResolvedDelay","解決した遅延を削除"
"GROUP_STATISTICS_PANEL","統計パネル"
"keyOpenStatisticsPanel","統計パネルを開く"
"StatisticsPanelEnabled","統計を有効化"
"btnResetTransferManagerSettings","Transfer Managerの設定を全てリセット"
"btnResetPathingStatistics","経路をリセット"
"buttonResetTransferStatistics","転送の統計をリセット"
"tabBuildingPanelSettings","設定"
"GROUP_BUILDINGPANEL_SERVICES","サービスのオプション"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","外部接続"
"dropdownBuildingPanelImportExport","輸出入"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","商品配送のオプション"
"chkBuildingPanelReserveWarehouseTrucks","倉庫のトラックを市内配送用に予約"
"tabBuildingPanelStatus","状態"
"listBuildingPanelStatusColumn1","素材"
"listBuildingPanelStatusColumn2","数値"
"listBuildingPanelStatusColumn3","応答"
"listBuildingPanelStatusColumn4","車両"
"listBuildingPanelStatusColumn5","タイマー"
"tabBuildingPanelTransfers","転送先"
"labelBuildingPanelOffers","転送のオファー"
"labelBuildingPanelMatchOffers","一致"
"listBuildingPanelOffersColumn1","出入り"
"listBuildingPanelOffersColumn2","素材"
"listBuildingPanelOffersColumn3","優先度"
"listBuildingPanelOffersColumn4","移動中"
"listBuildingPanelOffersColumn5","数量"
"listBuildingPanelOffersColumn6","説明"
"listBuildingPanelMatchesColumn1","時間"
"listBuildingPanelMatchesColumn2","素材"
"listBuildingPanelMatchesColumn3","移動中"
"listBuildingPanelMatchesColumn4","数量"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","説明"
"titleTransferIssuesPanel","転送の問題点"
"tabTransferIssuesPathing","経路"
"listPathingColumn1","時間"
"listPathingColumn2","ソース"
"listPathingColumn3","対象"
"tabTransferIssuesDead","死者"
"listDeadColumn1","死者"
"listDeadColumn2","タイマー"
"listDeadColumn3","ソース"
"listDeadColumn4","対象"
"listDeadColumn5","車両"
"tabTransferIssuesSick","病人"
"listSickColumn1","病人"
"listBuildingPanelVehicleTarget","対象"
"dropdownBuildingPanelPreferLocalLabel","地区の制限"
"dropdownBuildingPanelPreferLocal1","全ての地区"
"dropdownBuildingPanelPreferLocal2","地区を優先"
"dropdownBuildingPanelPreferLocal3","地区内のみ"
"dropdownBuildingPanelPreferLocal4","除いた全ての地区"
"tabTransferIssuesOutside","外部"
"GROUP_BUILDING_PANEL","建物パネル"
"keyOpenBuildingPanel","建物パネルを開く"
"GROUP_LOCALISATION","使用言語"
"dropdownLocalization","言語"
"tabBuildingPanelVehicles","車両"
"txtBuildingPanelTransferManagerWarning","警告: 各種の設定は、「最適化した転送管理」を有効化する必要があります"
"tabTransferIssuesGoods","商品の搬入"
"tabTransferIssuesGoodsOut","商品の搬出"
"chkShowIssuesWithVehicles","経路に問題のある車両を表示"
"GROUP_BUILDINGPANEL_DISTRICT","地区の制限"
"dropdownBuildingPanelOutgoingPreferLocalLabel","発信"
"dropdownBuildingPanelIncomingPreferLocalLabel","受信"
"chkAllowImport","輸入を許可"
"chkAllowExport","輸出を許可"
"GROUP_BUILDINGPANEL_APPLYTOALL","このタイプの建物に適用"
"txtApplyToBuilding","建物に適用"
"tabExperimental","実験的な機能"
"chkDistrictAllowServices","サービスを許可 (ゴミ回収, 消防車, パトカーなど)"
"GROUP_DISTANCE_LIMITS","制限距離"
"tabDistanceRestrictions","距離"
"sliderDeathcareDistanceLimits","霊柩車の制限距離 (km)"
"sliderHealthcareDistanceLimits","救急車の制限距離 (km)"
"sliderGarbageDistanceLimits","ゴミ収集車の制限距離 (km)"
"sliderPoliceDistanceLimits","パトカーの制限距離 (km)"
"sliderFireDistanceLimits","消防車の制限距離 (km)"
"sliderMailDistanceLimits","郵便車両の制限距離 (km)"
"txtDistanceLimits","許可する最長の一致距離を指定します。0は無制限になって、輸出入は影響を受けません。"
"tabVehicleAI","車両AI"
"GROUP_VEHICLE_AI","車両AIを有効化/無効化"
"optionFireTruckAI","消防車"
"optionFireCopterAI","消防ヘリ"
"optionGarbageTruckAI","ゴミ収集車"
"optionPoliceCarAI","パトカー"
"optionPoliceCopterAI","警察ヘリ"
"txtVehicleAIDescription","車両AIを強化して、該当車両が近隣にある問題点を探して解決を図ります。"
"tabImportExport","輸出入"
"GROUP_IMPORT_RESTRICTIONS","輸入を許可"
"txtImportRestrictions","これらの資源を無効化する前に、都市内に十分な生産量があるか確認してください。"
"sliderWarehouseReservePercent","都市内の輸送トラックを予約 (%)"
"sliderWarehouseReservePercentLocal","トラックを予約 (%)"
"GROUP_DUMMY_TRAFFIC","ダミートラフィック"
"optionDummyTraffic","ダミートラフィックを無効化"
"txtDummyTraffic","ゲーム内の都市では活気を出すために、ダミートラフィックを追加しています。このオプションはダミートラフィックの発生をブロックして、都市内の不要な交通量を減らします。"
"optionWarehouseOverride","グローバル設定を上書き"
"listConnectionName","名前"
"listConnectionType","タイプ"
"listConnectionGuest","ゲスト車両"
"listConnectionOwn","所有車両"
"listConnectionStuck","スタック"
"listConnectionMultiplier","倍率"
"listConnectionImport","輸入"
"listConnectionExport","輸出"
"titleOutsideConnectionPanel","外部接続"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","外部接続の乗数"
"sliderOutsideDistanceMultiplier","倍率"
"sliderOutsideDistanceMultiplierTooltip","0 = グローバル設定を使用\r\n1 = 距離に変更なし\r\n10 = 10倍の距離で計算"
"OutsideMultiplierDescription1","これらの乗数は、マッチングアルゴリズムで計算した距離に適用します。 接続先が遠方に見えて、 一致先として選択される可能性が低下します。"
"OutsideMultiplierDescription2","1 = 距離に変化なし"
"OutsideMultiplierDescription3","10 = 10倍の距離"
"sliderShipMultiplier","船舶の乗数"
"sliderPlaneMultiplier","飛行機の乗数"
"sliderTrainMultiplier","鉄道の乗数"
"sliderRoadMultiplier","道路の乗数"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","外部接続パネル"
"keyOpenOutsidePanel","外部接続パネルを開く"
"txtDetectedDistricts","検出した地区"
"btnDistricts","地区"
"btnDistrict","地区"
"btnPark","エリア"
"btnMap","マップ"
"txtNone","無し"
"txtVehiclesNone","無し"
"txtStatusNone","無し"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","距離の制限"
"sliderDistanceRestriction","最長の一致距離 (km)"
"sliderDistanceRestrictionTooltip","0 = グローバル設定を使用するか、もしくは無制限\r\n1+ = 最長の一致距離"
"titleDistrictPanel","地区を選択"
"txtAllowedDistricts","許可した地区"
"txtBlockedDistricts","ブロックした地区"
"txtCurrentDistrict","現在の地区"
"txtCurrentPark","現在のエリア"
"txtLoad","積載量"
"GROUP_IMPROVED_SERVICES_MATCHING","改善したサービスの一致"
"tabMatches","一致"
"titleTransferStatsPanel","Transfer Managerの統計情報"
"sliderOutsideCargoCapacity","貨物の通過容量"
"sliderOutsideResidentCapacity","住民の通過容量"
"sliderOutsideTouristFactor0","観光客のファクター 0"
"sliderOutsideTouristFactor1","観光客のファクター 1"
"sliderOutsideTouristFactor2","観光客のファクター 2"
"sliderOutsideDummyTrafficFactor","ダミートラフィックの係数"
"btnOutsideReset","リセット"
"GROUP_OUTSIDE_SETTINGS","外部接続のパラメータ"
"GROUP_BALANCED_MATCH_MODE","バランスの一致モード"
"dropdownBalancedTitle","等しい場合は最初の一致"
"dropdownBalancedModeIncomingFirst","一致する最初の着信 (バニラ)"
"dropdownBalancedModeLeastFirst","最少オファーを優先的に一致"
"dropdownBalancedModePassiveFirst","受動的なものを優先的に一致"
"txtBalancedMatch","発信と受信のオファー順位が同じ場合は、優先的に一致させるオファーを選択出来ます。"
"GROUP_PATH_DISTANCE","一致距離のアルゴリズム"
"optionPathDistanceServices","サービスに経路距離を使用"
"optionPathDistanceGoods","商品に経路距離を使用"
"dropdownPathDistanceAlgorithmServices","サービスのアルゴリズム"
"dropdownPathDistanceAlgorithmGoods","商品のアルゴリズム"
"dropdownPathDistanceLOS","見通し線"
"dropdownPathDistanceConnectedLOS","接続した見通し線"
"dropdownPathDistance","経路の距離"
"txtPathDistance","見通し距離の代わりに、経路距離を使用します。 この処理は複雑なネットワークや経路では、効果的ですが処理速度が低下します。 オプション使用時は、PCが十分に高速であることを確認してください。"
"optionHighlightMatches","一致箇所をハイライト"
"listBuildingPanelOffersPark","パーク"
"tabTransferRoadAccess","道路接続が無い"
"btnResetRoadAccess","道路接続をリセット"
"tabGame","ゲーム"
"btnDeleteVehicle","車両を削除"
"tabMaintenance","メンテナンス"
"GROUP_Maintenance","メンテナンス"
"btnReleaseGhostVehicles","ゴースト車両を解放"
"txtReleaseGhostVehicles","車両がスタックしたり、不適切な位置/状態を探して解放します。"
"btnReleaseBrokenPathing","破損した経路探索を解放"
"txtBrokenPathUnits","正しい手順で解放されずに、実際は使用していないPath Unitsを探して適切に解放します。"
"txtGhostVehiclesCount","ゴースト車両を解放しました"
"GROUP_MAINTENANCE_PATHING","パスのデバッグ"
"dropdownConnectionGraph","パスの接続グラフを表示"
"dropdownConnectionGraphNone","無し"
