"Context","Source/Translation"
"CODE","zh"
"NAME","简体中文"
"TMCE_NAM","运输管理器"
"tabTransferManager","运输管理"
"tabGeneral","常用"
"tabWarehouses","货物交付"
"tabServices","服务"
"DEBUGPROFILE","自定义运输管理器"
"optionEnableNewTransferManager","启用自定义运输管理器"
"GROUP_SERVICE_OPTIONS","服务选项"
"optionPreferLocalService","首选本地服务"
"optionPreferLocalService_txt","通过仅将低优先级请求与同一区域内（或任何区域外）的服务建筑进行匹配，进一步提高服务的局部性。 一旦未完成的请求成为高优先级，它将由附近的任何服务提供服务。 影响：垃圾、警察、医疗保健、维修、邮件、出租车。"
"GROUP_WAREHOUSE_OPTIONS","仓库选项"
"optionWarehouseFirst","优先匹配工厂报价"
"optionWarehouseFirst_txt","这个选项将提高填充仓库的优先级，这将导致大多数货物会通过仓库进行转让。"
"optionWarehouseReserveTrucks","预留仓库货运卡车供本地运输使用"
"optionWarehouseReserveTrucks_txt","启用“仓库优先”功能时，建议预留一定比例的仓库货车以满足城市需求，以免所有卡车用于出口"
"txtNewWarehouseReserveTrucks","如果仓库剩余的卡车数量少于此项百分比，出口的优先级将会被降低，这部分卡车会被预留以满足当地需求。"
"optionNewWarehouseTransfer","改进的仓库间转移"
"txtNewInterWarehouseMatching","此选项允许以较低优先级进行仓库间转移，但会检查存储级别以确保仓库不会漫无目的地来回发送货物而没有任何好处。"
"GROUP_FACTORY_OPTIONS","工厂选项"
"optionFactoryFirst","优先匹配工厂报价"
"optionFactoryFirstText","这个选项将会让匹配过程的更早匹配到相近工厂的出价。"
"GROUP_EXPORTIMPORT_OPTIONS","进口/出口选项"
"GROUP_EXPERIMENTAL_DEATHCARE","死亡护理/垃圾"
"optionDeathcareExperimental","改善死亡护理传输"
"optionGarbageExperimental","改进的垃圾传输"
"optionPoliceExperimental","改进警察转移"
"txtDeathcareExperimental","在默认情况下，墓地、垃圾场和警察分局只会启用一辆车。 这一备选办法将启用车辆改为全部的车辆，从而改善配对。\r\n同时，该选项也会在服务设施使用中的车辆少于1/2时提高该设施使用优先级。"
"GROUP_TRANSFERISSUE_PANEL","传输问题面板"
"keyOpenTransferIssuePanel","打开传输问题面板"
"optionShowIssuesWithVehiclesOnRoute","显示路线上车辆的问题"
"sliderTransferIssueDeleteResolvedDelay","删除已解决的延迟"
"GROUP_STATISTICS_PANEL","统计面板"
"keyOpenStatisticsPanel","打开统计面板"
"StatisticsPanelEnabled","启用统计"
"btnResetPathingStatistics","重置路径统计"
"buttonResetTransferStatistics","重置转移统计"
"tabBuildingPanelSettings","环境"
"GROUP_BUILDINGPANEL_SERVICES","服务选项"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","外部连接"
"dropdownBuildingPanelImportExport","进口/出口"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","货物交付选项"
"chkBuildingPanelReserveWarehouseTrucks","为本地转运预留仓库货运卡车"
"tabBuildingPanelStatus","状态"
"listBuildingPanelStatusColumn1","材料"
"listBuildingPanelStatusColumn2","数值"
"listBuildingPanelStatusColumn3","响应者"
"listBuildingPanelStatusColumn4","车辆"
"listBuildingPanelStatusColumn5","描述"
"tabBuildingPanelTransfers","传输"
"labelBuildingPanelOffers","传输供给"
"labelBuildingPanelMatchOffers","匹配"
"listBuildingPanelOffersColumn1","进/出口"
"listBuildingPanelOffersColumn2","材料"
"listBuildingPanelOffersColumn3","优先权"
"listBuildingPanelOffersColumn4","激活"
"listBuildingPanelOffersColumn5","数量"
"listBuildingPanelOffersColumn6","描述"
"listBuildingPanelMatchesColumn1","时间"
"listBuildingPanelMatchesColumn2","材料"
"listBuildingPanelMatchesColumn3","激活"
"listBuildingPanelMatchesColumn4","数量"
"listBuildingPanelMatchesColumn5","Δ"
