"Context","Source/Translation"
"CODE","es"
"NAME","Español"
"TMCE_NAM","Administrador de transferencias"
"tabTransferManager","Administrador de transferencias"
"tabGeneral","General"
"tabWarehouses","Entrega de bienes"
"tabServices","Servicios"
"DEBUGPROFILE","Administrador de transferencia personalizado"
"optionEnableNewTransferManager","Habilitar el administrador de transferencia personalizado"
"GROUP_SERVICE_OPTIONS","Opciones de servicio"
"GROUP_SERVICE_DISTRICT_OPTIONS","District Options"
"optionPreferLocalService","Preferir dentro de los servicios del distrito"
"optionPreferLocalService_txt","Mejore aún más la localidad de los servicios haciendo coincidir las solicitudes de baja prioridad solo con edificios de servicios dentro del mismo distrito (o fuera de cualquier distrito). Una vez que una solicitud insatisfecha se convierte en alta prioridad, será atendida por cualquier oferta de servicio cercana. Afecta: basura, policía, sanidad, mantenimiento, correo, taxi."
"txtPreferLocalService","Restrict services to local districts by matching low priority requests only with service buildings within the same district. Once an unfulfilled request becomes high priority, it will be allowed to be served by any nearby service offer."
"txtPreferLocalServiceWarning","Warning: This is a powerful option, please ensure you have defined districts for each of your areas and have services available within these districts before enabling this option."
"GROUP_WAREHOUSE_OPTIONS","Opciones de Almacén"
"optionWarehouseFirst","Ofertas de almacén primero"
"optionWarehouseFirst_txt","Esta opción hará coincidir las ofertas de los almacenes antes en el proceso de emparejamiento, lo que resultará en que la mayoría de las transferencias de mercancías ocurren a través de los almacenes."
"optionWarehouseReserveTrucks","Almacén de reserva de camiones de carga para traslados locales"
"optionWarehouseReserveTrucks_txt","Se recomienda habilitar con Warehouse First: reserva un porcentaje de la capacidad de los camiones del almacén para satisfacer la demanda de la ciudad, evita que todos los camiones se utilicen para la exportación."
"txtNewWarehouseReserveTrucks","Esta opción reducirá la prioridad de la oferta de SALIDA cuando el recuento restante de camiones sea inferior a este porcentaje. Esto tiene el efecto de reservar capacidad de camión para satisfacer la demanda local de alta prioridad."
"optionNewWarehouseTransfer","Transferencia mejorada entre almacenes"
"txtNewInterWarehouseMatching","Esta opción permite que las transferencias entre almacenes se realicen con prioridades más bajas, pero verifica los niveles de almacenamiento para garantizar que los almacenes no envíen mercancías de un lado a otro sin ningún beneficio."
"GROUP_FACTORY_OPTIONS","Opciones de fábrica"
"optionFactoryFirst","Ofertas de fábrica primero"
"optionFactoryFirstText","Esta opción, hará coincidir las ofertas entrantes de las fábricas en el proceso de emparejamiento para asegurar que las fábricas correspondan con la oferta más cercana disponible para mejorar la operación."
"GROUP_EXPORTIMPORT_OPTIONS","Opciones de exportación/importación"
"GROUP_EXPERIMENTAL_DEATHCARE","Cuidado de la muerte/Basura"
